Ntop_0_0 TotalCurrent(tran_100_0_0_-34_1.28e-5) X,Ntop_0_0 TotalCurrent(tran_100_0_0_-34_1.28e-5) Y,Ntop_0_1 TotalCurrent(tran_100_0_0_-34_1.28e-5) X,Ntop_0_1 TotalCurrent(tran_100_0_0_-34_1.28e-5) Y,Ntop_1_0 TotalCurrent(tran_100_0_0_-34_1.28e-5) X,Ntop_1_0 TotalCurrent(tran_100_0_0_-34_1.28e-5) Y,Ntop_1_1 TotalCurrent(tran_100_0_0_-34_1.28e-5) X,Ntop_1_1 TotalCurrent(tran_100_0_0_-34_1.28e-5) Y
5.9777808e-10,3.0001067e-9,5.9777808e-10,-2.5185999e-10,5.9777808e-10,-2.5173077e-10,5.9777808e-10,-1.8000135e-10
7.0169236e-10,2.3139865e-9,7.0169236e-10,-4.0402518e-10,7.0169236e-10,-4.0391699e-10,7.0169236e-10,-2.4875331e-10
7.7962806e-10,1.7705604e-9,7.7962806e-10,-5.0341045e-10,7.7962806e-10,-5.0331632e-10,7.7962806e-10,-2.9135962e-10
8.9653162e-10,9.147635e-10,8.9653162e-10,-6.264769e-10,8.9653162e-10,-6.2639783e-10,8.9653162e-10,-3.4041862e-10
9.8420928e-10,2.4997264e-10,9.8420928e-10,-6.9708131e-10,9.8420928e-10,-6.9700677e-10,9.8420928e-10,-3.6547068e-10
1.1157258e-9,-7.5165944e-10,1.1157258e-9,-7.6636907e-10,1.1157258e-9,-7.6628903e-10,1.1157258e-9,-3.8457238e-10
1.2143632e-9,-1.4757324e-9,1.2143632e-9,-7.890224e-10,1.2143632e-9,-7.8893102e-10,1.2143632e-9,-3.8493824e-10
1.3623192e-9,-2.4374013e-9,1.3623192e-9,-7.7673761e-10,1.3623192e-9,-7.7663145e-10,1.3623192e-9,-3.6500217e-10
1.4732863e-9,-3.0021273e-9,1.4732863e-9,-7.3312049e-10,1.4732863e-9,-7.3301737e-10,1.4732863e-9,-3.356835e-10
1.6397368e-9,-3.4881142e-9,1.6397368e-9,-6.2030855e-10,1.6397368e-9,-6.2025271e-10,1.6397368e-9,-2.7338838e-10
1.7645748e-9,-3.5239196e-9,1.7645748e-9,-5.0610097e-10,1.7645748e-9,-5.0611412e-10,1.7645748e-9,-2.1605935e-10
1.9518317e-9,-3.0559352e-9,1.9518317e-9,-3.0803849e-10,1.9518317e-9,-3.0817497e-10,1.9518317e-9,-1.2218263e-10
2.0922743e-9,-2.3730083e-9,2.0922743e-9,-1.5373e-10,2.0922743e-9,-1.5394144e-10,2.0922743e-9,-5.1827196e-11
2.1976063e-9,-1.7460764e-9,2.1976063e-9,-4.3215308e-11,2.1976063e-9,-4.3457847e-11,2.1976063e-9,-2.4148786e-12
2.3556043e-9,-7.5428419e-10,2.3556043e-9,1.0370485e-10,2.3556043e-9,1.0346178e-10,2.3556043e-9,6.2382471e-11
2.4741028e-9,-4.9003164e-11,2.4741028e-9,1.9453052e-10,2.4741028e-9,1.9431695e-10,2.4741028e-9,1.0204026e-10
2.6518506e-9,8.3150188e-10,2.6518506e-9,2.9597602e-10,2.6518506e-9,2.9583023e-10,2.6518506e-9,1.4613247e-10
2.7851614e-9,1.3195044e-9,2.7851614e-9,3.4588508e-10,2.7851614e-9,3.4579284e-10,2.7851614e-9,1.6782881e-10
2.9851276e-9,1.7870552e-9,2.9851276e-9,3.8630869e-10,2.9851276e-9,3.862806e-10,2.9851276e-9,1.8558133e-10
3.1351023e-9,1.9738977e-9,3.1351023e-9,3.9597e-10,3.1351023e-9,3.9597356e-10,3.1351023e-9,1.9003209e-10
3.3600643e-9,2.1055332e-9,3.3600643e-9,3.8970435e-10,3.3600643e-9,3.8973368e-10,3.3600643e-9,1.8769631e-10
3.5287858e-9,2.1540739e-9,3.5287858e-9,3.7474661e-10,3.5287858e-9,3.7478405e-10,3.5287858e-9,1.8136952e-10
3.7818681e-9,2.2451254e-9,3.7818681e-9,3.4385092e-10,3.7818681e-9,3.4389208e-10,3.7818681e-9,1.6782997e-10
3.9716798e-9,2.3660119e-9,3.9716798e-9,3.1684401e-10,3.9716798e-9,3.1688479e-10,3.9716798e-9,1.5565634e-10
4.1140385e-9,2.4992822e-9,4.1140385e-9,2.9540513e-10,4.1140385e-9,2.9544467e-10,4.1140385e-9,1.4580623e-10
4.3275767e-9,2.7766718e-9,4.3275767e-9,2.6226561e-10,4.3275767e-9,2.6230296e-10,4.3275767e-9,1.3029946e-10
4.4877303e-9,3.047723e-9,4.4877303e-9,2.3714535e-10,4.4877303e-9,2.3718092e-10,4.4877303e-9,1.1834575e-10
4.7279607e-9,3.5531604e-9,4.7279607e-9,2.0003904e-10,4.7279607e-9,2.0007146e-10,4.7279607e-9,1.0042209e-10
5.0883063e-9,4.5080515e-9,5.0883063e-9,1.4808366e-10,5.0883063e-9,1.4811141e-10,5.0883063e-9,7.4877431e-11
5.6288248e-9,6.2476332e-9,5.6288248e-9,8.4412297e-11,5.6288248e-9,8.4434048e-11,5.6288248e-9,4.3000708e-11
6.4396024e-9,9.0465496e-9,6.4396024e-9,2.6712132e-11,6.4396024e-9,2.6727958e-11,6.4396024e-9,1.3720679e-11
7.6557689e-9,1.2526738e-8,7.6557689e-9,-1.2053082e-12,7.6557689e-9,-1.1940896e-12,7.6557689e-9,-3.2345426e-13
9.4800187e-9,1.5219526e-8,9.4800187e-9,-5.8934554e-12,9.4800187e-9,-5.8871721e-12,9.4800187e-9,-2.2083908e-12
1.2216393e-8,1.5556793e-8,1.2216393e-8,-8.2030425e-12,1.2216393e-8,-8.2021942e-12,1.2216393e-8,-3.0888881e-12
1.6320955e-8,1.3259228e-8,1.6320955e-8,-7.7856904e-12,1.6320955e-8,-7.7887405e-12,1.6320955e-8,-2.9072349e-12
2.1320955e-8,9.9524351e-9,2.1320955e-8,-6.0015775e-12,2.1320955e-8,-6.0067596e-12,2.1320955e-8,-2.2275497e-12
2.6320955e-8,7.2545588e-9,2.6320955e-8,-3.9744779e-12,2.6320955e-8,-3.9795626e-12,2.6320955e-8,-1.586966e-12
3.1320955e-8,5.2487033e-9,3.1320955e-8,-1.7977268e-12,3.1320955e-8,-1.7995326e-12,3.1320955e-8,-1.0886023e-12
3.6320955e-8,3.7969774e-9,3.6320955e-8,4.4934353e-13,3.6320955e-8,4.544002e-13,3.6320955e-8,-7.184979e-13
4.1320955e-8,2.7533672e-9,4.1320955e-8,2.4793551e-12,4.1320955e-8,2.4937482e-12,4.1320955e-8,-4.4916272e-13
4.6320955e-8,2.0027384e-9,4.6320955e-8,4.0197512e-12,4.6320955e-8,4.0438755e-12,4.6320955e-8,-2.5355517e-13
5.1320955e-8,1.4611239e-9,5.1320955e-8,4.9620256e-12,5.1320955e-8,4.9943361e-12,5.1320955e-8,-1.110307e-13
5.6320955e-8,1.0688068e-9,5.6320955e-8,5.3525085e-12,5.6320955e-8,5.3903288e-12,5.6320955e-8,-6.4925085e-15
6.1320955e-8,7.8356469e-10,6.1320955e-8,5.3170165e-12,6.1320955e-8,5.3574116e-12,6.1320955e-8,7.0714176e-14
6.6320955e-8,5.7548585e-10,6.6320955e-8,4.9974278e-12,6.6320955e-8,5.0378056e-12,6.6320955e-8,1.2804041e-13
7.1320955e-8,4.232746e-10,7.1320955e-8,4.5172261e-12,7.1320955e-8,4.5556229e-12,7.1320955e-8,1.7070978e-13
7.6320955e-8,3.1168017e-10,7.6320955e-8,3.9694588e-12,7.6320955e-8,4.0045913e-12,7.6320955e-8,2.0243504e-13
8.1320955e-8,2.2971791e-10,8.1320955e-8,3.4170412e-12,8.1320955e-8,3.448225e-12,8.1320955e-8,2.2591411e-13
8.6320955e-8,1.6943552e-10,8.6320955e-8,2.8982073e-12,8.6320955e-8,2.9252202e-12,8.6320955e-8,2.4315381e-13
9.1320955e-8,1.2505085e-10,9.1320955e-8,2.4330727e-12,9.1320955e-8,2.4560144e-12,9.1320955e-8,2.5567757e-13
9.6320955e-8,9.2344622e-11,9.6320955e-8,2.0295076e-12,9.6320955e-8,2.0486772e-12,9.6320955e-8,2.6465512e-13
1e-7,7.3934294e-11,1e-7,1.7722582e-12,1e-7,1.7889063e-12,1e-7,2.6952044e-13

